id,participant_id,response_time,correct,trial_number,stimuli_number,response,task,color,attention,time_when,stimulus_chart,stimulus_order,stimulus_index,stimulus_color,stimulus_task,stimulus_trial_index,valid_response_time,valid_correct,stimulus_fields_match,is_answered,participant_type,is_complete
1869,6980e01bd642d128e0f16421,1214,1,22,barchart-first-12-same-tallest-22,right,tallest,same,dual,2026-03-18T15:36:55Z,barchart,first,12,same,tallest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
1870,6980e01bd642d128e0f16421,2012,1,23,barchart-first-07-double-tallest-23,left,tallest,double,dual,2026-03-18T15:36:58Z,barchart,first,7,double,tallest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
1871,6980e01bd642d128e0f16421,2041,1,24,barchart-first-12-random-tallest-24,right,tallest,random,dual,2026-03-18T15:37:06Z,barchart,first,12,random,tallest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
1872,6980e01bd642d128e0f16421,908,1,25,barchart-first-13-random-tallest-25,left,tallest,random,dual,2026-03-18T15:37:07Z,barchart,first,13,random,tallest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
1873,6980e01bd642d128e0f16421,1991,1,26,barchart-first-10-same-tallest-26,right,tallest,same,dual,2026-03-18T15:37:10Z,barchart,first,10,same,tallest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
1874,6980e01bd642d128e0f16421,1024,1,27,barchart-first-22-same-tallest-27,right,tallest,same,dual,2026-03-18T15:37:12Z,barchart,first,22,same,tallest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
1875,6980e01bd642d128e0f16421,1033,1,28,barchart-first-07-same-tallest-28,left,tallest,same,dual,2026-03-18T15:37:13Z,barchart,first,7,same,tallest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
1876,6980e01bd642d128e0f16421,688,1,29,barchart-first-27-same-tallest-29,right,tallest,same,dual,2026-03-18T15:37:14Z,barchart,first,27,same,tallest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
1877,6980e01bd642d128e0f16421,1065,1,30,barchart-first-04-same-tallest-30,left,tallest,same,dual,2026-03-18T15:37:16Z,barchart,first,4,same,tallest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
1878,6980e01bd642d128e0f16421,950,1,31,barchart-first-03-same-tallest-31,left,tallest,same,dual,2026-03-18T15:37:18Z,barchart,first,3,same,tallest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
1879,6980e01bd642d128e0f16421,1386,1,32,barchart-first-31-same-tallest-32,right,tallest,same,dual,2026-03-18T15:37:20Z,barchart,first,31,same,tallest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
1880,6980e01bd642d128e0f16421,940,1,33,barchart-first-05-same-tallest-33,right,tallest,same,dual,2026-03-18T15:37:21Z,barchart,first,5,same,tallest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
1881,6980e01bd642d128e0f16421,1396,1,34,barchart-first-17-random-tallest-34,left,tallest,random,dual,2026-03-18T15:37:23Z,barchart,first,17,random,tallest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
1882,6980e01bd642d128e0f16421,1152,1,35,barchart-first-09-same-tallest-35,left,tallest,same,dual,2026-03-18T15:37:25Z,barchart,first,9,same,tallest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
1883,6980e01bd642d128e0f16421,1672,1,36,barchart-first-02-double-tallest-36,left,tallest,double,dual,2026-03-18T15:37:27Z,barchart,first,2,double,tallest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
1884,6980e01bd642d128e0f16421,2325,1,37,barchart-first-26-double-tallest-37,left,tallest,double,dual,2026-03-18T15:37:30Z,barchart,first,26,double,tallest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
1885,6980e01bd642d128e0f16421,1680,1,38,barchart-first-05-random-tallest-38,right,tallest,random,dual,2026-03-18T15:37:32Z,barchart,first,5,random,tallest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
1886,6980e01bd642d128e0f16421,1478,1,39,barchart-first-07-random-tallest-39,left,tallest,random,dual,2026-03-18T15:37:34Z,barchart,first,7,random,tallest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
1887,6980e01bd642d128e0f16421,729,1,40,barchart-first-05-double-tallest-40,right,tallest,double,dual,2026-03-18T15:37:35Z,barchart,first,5,double,tallest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
1888,6980e01bd642d128e0f16421,1416,1,41,barchart-first-21-random-tallest-41,left,tallest,random,dual,2026-03-18T15:37:37Z,barchart,first,21,random,tallest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
1889,6980e01bd642d128e0f16421,1209,1,42,barchart-first-10-random-tallest-42,right,tallest,random,dual,2026-03-18T15:37:39Z,barchart,first,10,random,tallest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
1890,6980e01bd642d128e0f16421,941,1,43,barchart-first-06-double-tallest-43,right,tallest,double,dual,2026-03-18T15:37:41Z,barchart,first,6,double,tallest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
1891,6980e01bd642d128e0f16421,2273,1,44,barchart-first-11-random-tallest-44,left,tallest,random,dual,2026-03-18T15:37:44Z,barchart,first,11,random,tallest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
1892,6980e01bd642d128e0f16421,1189,1,45,barchart-first-28-double-tallest-45,right,tallest,double,dual,2026-03-18T15:37:45Z,barchart,first,28,double,tallest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
1893,6980e01bd642d128e0f16421,1565,1,46,barchart-first-23-same-tallest-46,right,tallest,same,dual,2026-03-18T15:37:47Z,barchart,first,23,same,tallest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
1894,6980e01bd642d128e0f16421,849,1,47,barchart-first-18-same-tallest-47,left,tallest,same,dual,2026-03-18T15:37:49Z,barchart,first,18,same,tallest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
1895,6980e01bd642d128e0f16421,2643,1,48,barchart-second-30-random-shortest-0,left,shortest,random,dual,2026-03-18T15:37:59Z,barchart,second,30,random,shortest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
1896,6980e01bd642d128e0f16421,1997,1,49,barchart-second-12-double-shortest-1,left,shortest,double,dual,2026-03-18T15:38:02Z,barchart,second,12,double,shortest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
1897,6980e01bd642d128e0f16421,1395,1,50,barchart-second-23-double-shortest-2,right,shortest,double,dual,2026-03-18T15:38:04Z,barchart,second,23,double,shortest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
1898,6980e01bd642d128e0f16421,1668,1,51,barchart-second-08-same-shortest-3,left,shortest,same,dual,2026-03-18T15:38:06Z,barchart,second,8,same,shortest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
1899,6980e01bd642d128e0f16421,2515,1,52,barchart-second-16-same-shortest-4,right,shortest,same,dual,2026-03-18T15:38:09Z,barchart,second,16,same,shortest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
1900,6980e01bd642d128e0f16421,1067,1,53,barchart-second-26-same-shortest-5,left,shortest,same,dual,2026-03-18T15:38:10Z,barchart,second,26,same,shortest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
1901,6980e01bd642d128e0f16421,2329,0,54,barchart-second-06-same-shortest-6,right,shortest,same,dual,2026-03-18T15:38:13Z,barchart,second,6,same,shortest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
1902,6980e01bd642d128e0f16421,4651,1,55,barchart-second-14-random-shortest-7,left,shortest,random,dual,2026-03-18T15:38:20Z,barchart,second,14,random,shortest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
1903,6980e01bd642d128e0f16421,1988,1,56,barchart-second-09-double-shortest-8,left,shortest,double,dual,2026-03-18T15:38:22Z,barchart,second,9,double,shortest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
1904,6980e01bd642d128e0f16421,1304,1,57,barchart-second-15-double-shortest-9,right,shortest,double,dual,2026-03-18T15:38:24Z,barchart,second,15,double,shortest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
1905,6980e01bd642d128e0f16421,1552,1,58,barchart-second-17-double-shortest-10,right,shortest,double,dual,2026-03-18T15:38:26Z,barchart,second,17,double,shortest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
1906,6980e01bd642d128e0f16421,2003,1,59,barchart-second-14-double-shortest-11,left,shortest,double,dual,2026-03-18T15:38:29Z,barchart,second,14,double,shortest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
1907,6980e01bd642d128e0f16421,1476,1,60,barchart-second-08-random-shortest-12,left,shortest,random,dual,2026-03-18T15:38:31Z,barchart,second,8,random,shortest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
1908,6980e01bd642d128e0f16421,1588,1,61,barchart-second-00-double-shortest-13,left,shortest,double,dual,2026-03-18T15:38:33Z,barchart,second,0,double,shortest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
1909,6980e01bd642d128e0f16421,1714,1,62,barchart-second-25-random-shortest-14,right,shortest,random,dual,2026-03-18T15:38:35Z,barchart,second,25,random,shortest,14,TRUE,TRUE,TRUE,TRUE,study,TRUE
1910,6980e01bd642d128e0f16421,1396,1,63,barchart-second-02-random-shortest-15,right,shortest,random,dual,2026-03-18T15:38:37Z,barchart,second,2,random,shortest,15,TRUE,TRUE,TRUE,TRUE,study,TRUE
1911,6980e01bd642d128e0f16421,1955,1,64,barchart-second-01-same-shortest-16,right,shortest,same,dual,2026-03-18T15:38:40Z,barchart,second,1,same,shortest,16,TRUE,TRUE,TRUE,TRUE,study,TRUE
1912,6980e01bd642d128e0f16421,1392,1,65,barchart-second-30-double-shortest-17,left,shortest,double,dual,2026-03-18T15:38:42Z,barchart,second,30,double,shortest,17,TRUE,TRUE,TRUE,TRUE,study,TRUE
1913,6980e01bd642d128e0f16421,1441,1,66,barchart-second-28-random-shortest-18,right,shortest,random,dual,2026-03-18T15:38:44Z,barchart,second,28,random,shortest,18,TRUE,TRUE,TRUE,TRUE,study,TRUE
1914,6980e01bd642d128e0f16421,2591,1,67,barchart-second-15-random-shortest-19,right,shortest,random,dual,2026-03-18T15:38:47Z,barchart,second,15,random,shortest,19,TRUE,TRUE,TRUE,TRUE,study,TRUE
1915,6980e01bd642d128e0f16421,2856,1,68,barchart-second-18-double-shortest-20,right,shortest,double,dual,2026-03-18T15:38:50Z,barchart,second,18,double,shortest,20,TRUE,TRUE,TRUE,TRUE,study,TRUE
1916,6980e01bd642d128e0f16421,2211,1,69,barchart-second-00-random-shortest-21,left,shortest,random,dual,2026-03-18T15:38:53Z,barchart,second,0,random,shortest,21,TRUE,TRUE,TRUE,TRUE,study,TRUE
1917,6980e01bd642d128e0f16421,1245,1,70,barchart-second-11-double-shortest-22,right,shortest,double,dual,2026-03-18T15:38:55Z,barchart,second,11,double,shortest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
1918,6980e01bd642d128e0f16421,1230,1,71,barchart-second-29-random-shortest-23,left,shortest,random,dual,2026-03-18T15:38:56Z,barchart,second,29,random,shortest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
1919,6980e01bd642d128e0f16421,2513,1,72,barchart-second-24-same-shortest-24,left,shortest,same,dual,2026-03-18T15:39:02Z,barchart,second,24,same,shortest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
1920,6980e01bd642d128e0f16421,1513,1,73,barchart-second-25-same-shortest-25,right,shortest,same,dual,2026-03-18T15:39:04Z,barchart,second,25,same,shortest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
1921,6980e01bd642d128e0f16421,1697,1,74,barchart-second-18-random-shortest-26,right,shortest,random,dual,2026-03-18T15:39:06Z,barchart,second,18,random,shortest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
1922,6980e01bd642d128e0f16421,1425,1,75,barchart-second-01-random-shortest-27,right,shortest,random,dual,2026-03-18T15:39:08Z,barchart,second,1,random,shortest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
1923,6980e01bd642d128e0f16421,3078,1,76,barchart-second-24-random-shortest-28,left,shortest,random,dual,2026-03-18T15:39:12Z,barchart,second,24,random,shortest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
1924,6980e01bd642d128e0f16421,1847,1,77,barchart-second-14-same-shortest-29,left,shortest,same,dual,2026-03-18T15:39:14Z,barchart,second,14,same,shortest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
1925,6980e01bd642d128e0f16421,1998,1,78,barchart-second-15-same-shortest-30,right,shortest,same,dual,2026-03-18T15:39:17Z,barchart,second,15,same,shortest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
1926,6980e01bd642d128e0f16421,1945,1,79,barchart-second-19-random-shortest-31,left,shortest,random,dual,2026-03-18T15:39:19Z,barchart,second,19,random,shortest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
1927,6980e01bd642d128e0f16421,1088,1,80,barchart-second-19-same-shortest-32,left,shortest,same,dual,2026-03-18T15:39:21Z,barchart,second,19,same,shortest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
1928,6980e01bd642d128e0f16421,1100,1,81,barchart-second-21-same-shortest-33,left,shortest,same,dual,2026-03-18T15:39:22Z,barchart,second,21,same,shortest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
1929,6980e01bd642d128e0f16421,1905,1,82,barchart-second-10-double-shortest-34,left,shortest,double,dual,2026-03-18T15:39:25Z,barchart,second,10,double,shortest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
1930,6980e01bd642d128e0f16421,1592,1,83,barchart-second-08-double-shortest-35,left,shortest,double,dual,2026-03-18T15:39:27Z,barchart,second,8,double,shortest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
1931,6980e01bd642d128e0f16421,2711,1,84,barchart-second-13-double-shortest-36,left,shortest,double,dual,2026-03-18T15:39:30Z,barchart,second,13,double,shortest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
1932,6980e01bd642d128e0f16421,1358,1,85,barchart-second-16-double-shortest-37,right,shortest,double,dual,2026-03-18T15:39:32Z,barchart,second,16,double,shortest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
1933,6980e01bd642d128e0f16421,1076,1,86,barchart-second-02-same-shortest-38,right,shortest,same,dual,2026-03-18T15:39:34Z,barchart,second,2,same,shortest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
1934,6980e01bd642d128e0f16421,2221,1,87,barchart-second-20-double-shortest-39,right,shortest,double,dual,2026-03-18T15:39:37Z,barchart,second,20,double,shortest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
1935,6980e01bd642d128e0f16421,1460,1,88,barchart-second-22-random-shortest-40,right,shortest,random,dual,2026-03-18T15:39:39Z,barchart,second,22,random,shortest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
1936,6980e01bd642d128e0f16421,1166,1,89,barchart-second-20-same-shortest-41,right,shortest,same,dual,2026-03-18T15:39:40Z,barchart,second,20,same,shortest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
1937,6980e01bd642d128e0f16421,2033,1,90,barchart-second-22-double-shortest-42,right,shortest,double,dual,2026-03-18T15:39:43Z,barchart,second,22,double,shortest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
1938,6980e01bd642d128e0f16421,3223,1,91,barchart-second-17-same-shortest-43,right,shortest,same,dual,2026-03-18T15:39:47Z,barchart,second,17,same,shortest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
1939,6980e01bd642d128e0f16421,1928,1,92,barchart-second-00-same-shortest-44,left,shortest,same,dual,2026-03-18T15:39:49Z,barchart,second,0,same,shortest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
1940,6980e01bd642d128e0f16421,1362,1,93,barchart-second-28-same-shortest-45,right,shortest,same,dual,2026-03-18T15:39:51Z,barchart,second,28,same,shortest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
1941,6980e01bd642d128e0f16421,1369,1,94,barchart-second-16-random-shortest-46,right,shortest,random,dual,2026-03-18T15:39:53Z,barchart,second,16,random,shortest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
1942,6980e01bd642d128e0f16421,2197,1,95,barchart-second-09-random-shortest-47,left,shortest,random,dual,2026-03-18T15:39:56Z,barchart,second,9,random,shortest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
2327,69810122d82c67a45b417ac6,1771,1,0,barchart-first-08-double-shortest-0,left,shortest,double,dual,2026-03-18T17:41:43Z,barchart,first,8,double,shortest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
2328,69810122d82c67a45b417ac6,1477,1,1,barchart-first-26-double-shortest-1,left,shortest,double,dual,2026-03-18T17:41:47Z,barchart,first,26,double,shortest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
2329,69810122d82c67a45b417ac6,2477,1,2,barchart-first-06-same-shortest-2,left,shortest,same,dual,2026-03-18T17:41:51Z,barchart,first,6,same,shortest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
2330,69810122d82c67a45b417ac6,2293,1,3,barchart-first-29-double-shortest-3,left,shortest,double,dual,2026-03-18T17:41:54Z,barchart,first,29,double,shortest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
2331,69810122d82c67a45b417ac6,2355,1,4,barchart-first-28-same-shortest-4,right,shortest,same,dual,2026-03-18T17:41:57Z,barchart,first,28,same,shortest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
2332,69810122d82c67a45b417ac6,2145,1,5,barchart-first-31-double-shortest-5,right,shortest,double,dual,2026-03-18T17:42:00Z,barchart,first,31,double,shortest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
2333,69810122d82c67a45b417ac6,2552,1,6,barchart-first-16-double-shortest-6,right,shortest,double,dual,2026-03-18T17:42:04Z,barchart,first,16,double,shortest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
2334,69810122d82c67a45b417ac6,1203,1,7,barchart-first-19-random-shortest-7,left,shortest,random,dual,2026-03-18T17:42:06Z,barchart,first,19,random,shortest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
2335,69810122d82c67a45b417ac6,1976,1,8,barchart-first-15-double-shortest-8,right,shortest,double,dual,2026-03-18T17:42:09Z,barchart,first,15,double,shortest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
2336,69810122d82c67a45b417ac6,2967,1,9,barchart-first-18-double-shortest-9,right,shortest,double,dual,2026-03-18T17:42:12Z,barchart,first,18,double,shortest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
2337,69810122d82c67a45b417ac6,2387,1,10,barchart-first-02-random-shortest-10,right,shortest,random,dual,2026-03-18T17:42:15Z,barchart,first,2,random,shortest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
2338,69810122d82c67a45b417ac6,1886,1,11,barchart-first-27-random-shortest-11,right,shortest,random,dual,2026-03-18T17:42:18Z,barchart,first,27,random,shortest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
2339,69810122d82c67a45b417ac6,1890,1,12,barchart-first-05-random-shortest-12,left,shortest,random,dual,2026-03-18T17:42:21Z,barchart,first,5,random,shortest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
2340,69810122d82c67a45b417ac6,1820,1,13,barchart-first-19-double-shortest-13,left,shortest,double,dual,2026-03-18T17:42:23Z,barchart,first,19,double,shortest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
2341,69810122d82c67a45b417ac6,1940,1,14,barchart-first-10-random-shortest-14,left,shortest,random,dual,2026-03-18T17:42:26Z,barchart,first,10,random,shortest,14,TRUE,TRUE,TRUE,TRUE,study,TRUE
2342,69810122d82c67a45b417ac6,1943,1,15,barchart-first-03-double-shortest-15,right,shortest,double,dual,2026-03-18T17:42:28Z,barchart,first,3,double,shortest,15,TRUE,TRUE,TRUE,TRUE,study,TRUE
2343,69810122d82c67a45b417ac6,1420,1,16,barchart-first-25-random-shortest-16,right,shortest,random,dual,2026-03-18T17:42:31Z,barchart,first,25,random,shortest,16,TRUE,TRUE,TRUE,TRUE,study,TRUE
2344,69810122d82c67a45b417ac6,2247,1,17,barchart-first-04-same-shortest-17,right,shortest,same,dual,2026-03-18T17:42:34Z,barchart,first,4,same,shortest,17,TRUE,TRUE,TRUE,TRUE,study,TRUE
2345,69810122d82c67a45b417ac6,1701,1,18,barchart-first-04-double-shortest-18,right,shortest,double,dual,2026-03-18T17:42:36Z,barchart,first,4,double,shortest,18,TRUE,TRUE,TRUE,TRUE,study,TRUE
2346,69810122d82c67a45b417ac6,1758,1,19,barchart-first-18-random-shortest-19,right,shortest,random,dual,2026-03-18T17:42:39Z,barchart,first,18,random,shortest,19,TRUE,TRUE,TRUE,TRUE,study,TRUE
2347,69810122d82c67a45b417ac6,3601,1,20,barchart-first-17-same-shortest-20,right,shortest,same,dual,2026-03-18T17:42:43Z,barchart,first,17,same,shortest,20,TRUE,TRUE,TRUE,TRUE,study,TRUE
2348,69810122d82c67a45b417ac6,1562,1,21,barchart-first-04-random-shortest-21,right,shortest,random,dual,2026-03-18T17:42:45Z,barchart,first,4,random,shortest,21,TRUE,TRUE,TRUE,TRUE,study,TRUE
2349,69810122d82c67a45b417ac6,1317,1,22,barchart-first-29-same-shortest-22,left,shortest,same,dual,2026-03-18T17:42:47Z,barchart,first,29,same,shortest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
2350,69810122d82c67a45b417ac6,2280,1,23,barchart-first-19-same-shortest-23,left,shortest,same,dual,2026-03-18T17:42:50Z,barchart,first,19,same,shortest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
2351,69810122d82c67a45b417ac6,2180,1,24,barchart-first-07-same-shortest-24,left,shortest,same,dual,2026-03-18T17:42:59Z,barchart,first,7,same,shortest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
2352,69810122d82c67a45b417ac6,2085,1,25,barchart-first-08-random-shortest-25,left,shortest,random,dual,2026-03-18T17:43:02Z,barchart,first,8,random,shortest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
2353,69810122d82c67a45b417ac6,1155,1,26,barchart-first-26-random-shortest-26,left,shortest,random,dual,2026-03-18T17:43:04Z,barchart,first,26,random,shortest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
2354,69810122d82c67a45b417ac6,1452,1,27,barchart-first-23-same-shortest-27,right,shortest,same,dual,2026-03-18T17:43:07Z,barchart,first,23,same,shortest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
2355,69810122d82c67a45b417ac6,1093,1,28,barchart-first-30-double-shortest-28,left,shortest,double,dual,2026-03-18T17:43:08Z,barchart,first,30,double,shortest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
2356,69810122d82c67a45b417ac6,1555,1,29,barchart-first-00-same-shortest-29,left,shortest,same,dual,2026-03-18T17:43:11Z,barchart,first,0,same,shortest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
2357,69810122d82c67a45b417ac6,2614,1,30,barchart-first-09-random-shortest-30,left,shortest,random,dual,2026-03-18T17:43:14Z,barchart,first,9,random,shortest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
2358,69810122d82c67a45b417ac6,2074,1,31,barchart-first-10-double-shortest-31,left,shortest,double,dual,2026-03-18T17:43:17Z,barchart,first,10,double,shortest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
2359,69810122d82c67a45b417ac6,3456,1,32,barchart-first-27-same-shortest-32,right,shortest,same,dual,2026-03-18T17:43:21Z,barchart,first,27,same,shortest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
2360,69810122d82c67a45b417ac6,2479,1,33,barchart-first-03-same-shortest-33,right,shortest,same,dual,2026-03-18T17:43:24Z,barchart,first,3,same,shortest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
2361,69810122d82c67a45b417ac6,1452,1,34,barchart-first-21-same-shortest-34,left,shortest,same,dual,2026-03-18T17:43:26Z,barchart,first,21,same,shortest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
2362,69810122d82c67a45b417ac6,2547,1,35,barchart-first-00-random-shortest-35,left,shortest,random,dual,2026-03-18T17:43:30Z,barchart,first,0,random,shortest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
2363,69810122d82c67a45b417ac6,1711,1,36,barchart-first-14-double-shortest-36,left,shortest,double,dual,2026-03-18T17:43:32Z,barchart,first,14,double,shortest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
2364,69810122d82c67a45b417ac6,2450,1,37,barchart-first-15-random-shortest-37,right,shortest,random,dual,2026-03-18T17:43:35Z,barchart,first,15,random,shortest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
2365,69810122d82c67a45b417ac6,2075,1,38,barchart-first-13-same-shortest-38,left,shortest,same,dual,2026-03-18T17:43:38Z,barchart,first,13,same,shortest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
2366,69810122d82c67a45b417ac6,1622,1,39,barchart-first-01-random-shortest-39,right,shortest,random,dual,2026-03-18T17:43:41Z,barchart,first,1,random,shortest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
2367,69810122d82c67a45b417ac6,1335,1,40,barchart-first-13-random-shortest-40,left,shortest,random,dual,2026-03-18T17:43:43Z,barchart,first,13,random,shortest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
2368,69810122d82c67a45b417ac6,3108,1,41,barchart-first-24-double-shortest-41,left,shortest,double,dual,2026-03-18T17:43:47Z,barchart,first,24,double,shortest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
2369,69810122d82c67a45b417ac6,2061,1,42,barchart-first-24-same-shortest-42,left,shortest,same,dual,2026-03-18T17:43:50Z,barchart,first,24,same,shortest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
2370,69810122d82c67a45b417ac6,1991,1,43,barchart-first-01-same-shortest-43,right,shortest,same,dual,2026-03-18T17:43:52Z,barchart,first,1,same,shortest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
2371,69810122d82c67a45b417ac6,1858,1,44,barchart-first-23-double-shortest-44,right,shortest,double,dual,2026-03-18T17:43:55Z,barchart,first,23,double,shortest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
2372,69810122d82c67a45b417ac6,1669,1,45,barchart-first-27-double-shortest-45,right,shortest,double,dual,2026-03-18T17:43:57Z,barchart,first,27,double,shortest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
2373,69810122d82c67a45b417ac6,1390,1,46,barchart-first-22-same-shortest-46,right,shortest,same,dual,2026-03-18T17:43:59Z,barchart,first,22,same,shortest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
2374,69810122d82c67a45b417ac6,1664,1,47,barchart-first-23-random-shortest-47,right,shortest,random,dual,2026-03-18T17:44:02Z,barchart,first,23,random,shortest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
2375,69810122d82c67a45b417ac6,1330,1,48,barchart-second-09-double-tallest-0,left,tallest,double,dual,2026-03-18T17:44:12Z,barchart,second,9,double,tallest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
2376,69810122d82c67a45b417ac6,2060,1,49,barchart-second-03-random-tallest-1,left,tallest,random,dual,2026-03-18T17:44:15Z,barchart,second,3,random,tallest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
2377,69810122d82c67a45b417ac6,971,1,50,barchart-second-09-same-tallest-2,left,tallest,same,dual,2026-03-18T17:44:16Z,barchart,second,9,same,tallest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
2378,69810122d82c67a45b417ac6,2111,1,51,barchart-second-02-same-tallest-3,left,tallest,same,dual,2026-03-18T17:44:19Z,barchart,second,2,same,tallest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
